Blocks: '[5001:37:-50:159, 4980:37:-44:159, 5022:37:-44:159, 4965:37:-36:159, 5036:37:-35:159,
  4979:55:-47:35:6, 5020:55:-47:35:6, 5021:55:-47:35:6, 4978:55:-46:35:6, 4979:55:-46:35:6,
  4980:55:-46:35:6, 5020:55:-46:35:6, 5021:55:-46:17, 5022:55:-46:35:6, 4979:55:-45:35:6,
  5021:55:-45:35:6, 5023:55:-44:19, 4977:55:-42:155, 4982:55:-42:155, 4983:55:-42:159:14,
  4984:55:-42:155, 5016:55:-42:159:14, 5019:55:-42:155, 5023:55:-41:155, 5023:55:-40:159:14,
  4977:55:-39:159:14, 5023:55:-39:155, 5035:55:-38:35:6, 4968:55:-37:155, 4969:55:-37:159:14,
  4970:55:-37:155, 5034:55:-37:35:6, 5035:55:-37:35:6, 5036:55:-37:35:6, 4963:55:-36:35:6,
  4964:55:-36:92, 5035:55:-36:35:6, 5036:55:-36:92, 4962:55:-35:35:6, 4963:55:-35:35:6,
  4964:55:-35:35:6, 4963:55:-34:35:6, 4967:55:-33:155, 5030:55:-33:159:14, 5033:55:-33:155,
  5037:55:-32:155, 5037:55:-31:159:14, 4967:55:-30:159:14, 5037:55:-30:155, 4959:55:-23:155,
  4960:55:-23:159:14, 4961:55:-23:155, 5039:55:-23:159:14, 5042:55:-23:155, 4954:55:-22:35:6,
  5046:55:-22:35:6, 4953:55:-21:35:6, 4954:55:-21:17, 4955:55:-21:35:6, 5045:55:-21:35:6,
  5046:55:-21:35:6, 5047:55:-21:35:6, 4953:55:-20:35:6, 4954:55:-20:35:6, 5046:55:-20:35:6,
  4954:55:-19:19, 4958:55:-19:155, 5042:55:-18:155, 5042:55:-17:159:14, 4958:55:-16:159:14,
  5042:55:-16:155, 4952:55:-5:155, 5048:55:-5:159:14, 4952:55:-4:159:14, 4952:55:-3:155,
  5048:55:-2:155, 4948:55:-1:35:6, 5052:55:-1:35:6, 4947:55:0:35:6, 4948:55:0:35:6,
  4949:55:0:35:6, 5051:55:0:35:6, 5052:55:0:35:6, 5053:55:0:35:6, 4948:55:1:35:6,
  5052:55:1:35:6, 4952:55:2:155, 5048:55:3:155, 5048:55:4:159:14, 4952:55:5:159:14,
  5048:55:5:155, 4958:55:16:155, 5042:55:16:159:14, 4958:55:17:159:14, 4958:55:18:155,
  5042:55:19:155, 4954:55:20:35:6, 5046:55:20:35:6, 5047:55:20:35:6, 4953:55:21:35:6,
  4954:55:21:35:6, 4955:55:21:35:6, 5045:55:21:35:6, 5046:55:21:17, 5047:55:21:35:6,
  4954:55:22:35:6, 5046:55:22:35:6, 4958:55:23:155, 4961:55:23:159:14, 5039:55:23:155,
  5040:55:23:159:14, 5041:55:23:155, 4963:55:30:155, 5033:55:30:159:14, 4963:55:31:159:14,
  4963:55:32:155, 4967:55:33:155, 4970:55:33:159:14, 5033:55:33:155, 5037:55:34:35:6,
  5036:55:35:35:6, 5037:55:35:35:6, 5038:55:35:35:6, 4964:55:36:92, 4965:55:36:35:6,
  5036:55:36:92, 5037:55:36:35:6, 4964:55:37:35:6, 4965:55:37:35:6, 4966:55:37:35:6,
  5030:55:37:155, 5031:55:37:159:14, 5032:55:37:155, 4965:55:38:35:6, 4977:55:39:155,
  5023:55:39:159:14, 4977:55:40:159:14, 4977:55:41:155, 4981:55:42:155, 4984:55:42:159:14,
  5016:55:42:155, 5017:55:42:159:14, 5018:55:42:155, 5023:55:42:155, 4979:55:45:35:6,
  4981:55:45:19, 5021:55:45:35:6, 4978:55:46:35:6, 4979:55:46:17, 4980:55:46:35:6,
  5020:55:46:35:6, 5021:55:46:35:6, 5022:55:46:35:6, 4979:55:47:35:6, 4980:55:47:35:6,
  5021:55:47:35:6, 4995:55:48:155, 4996:55:48:159:14, 4997:55:48:155, 5002:55:48:155,
  5005:55:48:159:14, 5000:55:51:35:6, 4999:55:52:35:6, 5000:55:52:35:6, 5001:55:52:35:6,
  5000:55:53:35:6, 4995:56:-48:155, 4996:56:-48:159:14, 4997:56:-48:155, 5021:56:-47:35:6,
  5020:56:-46:35:6, 5021:56:-46:35:6, 5022:56:-46:35:6, 5021:56:-45:35:6, 5016:56:-42:155,
  5017:56:-42:159:14, 5018:56:-42:155, 4977:56:-41:155, 4977:56:-40:159:14, 4977:56:-39:155,
  5030:56:-33:155, 5031:56:-33:159:14, 5032:56:-33:155, 4967:56:-32:155, 4967:56:-31:159:14,
  4967:56:-30:155, 5039:56:-23:155, 5040:56:-23:159:14, 5041:56:-23:155, 4954:56:-22:35:6,
  4953:56:-21:35:6, 4954:56:-21:35:6, 4955:56:-21:35:6, 4954:56:-20:35:6, 4958:56:-18:155,
  4958:56:-17:159:14, 4958:56:-16:155, 5048:56:-5:155, 5048:56:-4:159:14, 5048:56:-3:155,
  4952:56:3:155, 4952:56:4:159:14, 4952:56:5:155, 5042:56:16:155, 5042:56:17:159:14,
  5042:56:18:155, 5046:56:20:35:6, 5045:56:21:35:6, 5046:56:21:35:6, 5047:56:21:35:6,
  5046:56:22:35:6, 4959:56:23:155, 4960:56:23:159:14, 4961:56:23:155, 5033:56:30:155,
  5033:56:31:159:14, 5033:56:32:155, 4968:56:33:155, 4969:56:33:159:14, 4970:56:33:155,
  5023:56:39:155, 5023:56:40:159:14, 5023:56:41:155, 4982:56:42:155, 4983:56:42:159:14,
  4984:56:42:155, 4979:56:45:35:6, 4978:56:46:35:6, 4979:56:46:35:6, 4980:56:46:35:6,
  5021:56:46:19, 4979:56:47:35:6, 5003:56:48:155, 5004:56:48:159:14, 5005:56:48:155]'
